# U               m                ni
 +9.00000000E+00  +4.00000000E+00  +2.11350000E-03  +2.11350000E-03  +2.11550000E-03  +2.11550000E-03  +1.50000000E-06  +1.50000000E-06  +1.50000000E-06  -5.00000000E-07  -5.00000000E-07  -5.00000000E-07  -5.00000000E-07  -2.50000000E-06  +2.11350000E-03  +2.11350000E-03  +2.11350000E-03  +2.11350000E-03  -2.11350000E-03  -2.11350000E-03  -2.11550000E-03  -2.11550000E-03  -1.50000000E-06  -1.50000000E-06  -1.50000000E-06  +5.00000000E-07  +5.00000000E-07  +5.00000000E-07  +5.00000000E-07  +2.50000000E-06  -2.11350000E-03  -2.11350000E-03  -2.11350000E-03  -2.11350000E-03
 +1.00000000E-01  +1.50000000E+00  +1.09958000E-01  +1.09958000E-01  +1.09996000E-01  +1.10009000E-01  -1.15000000E-05  -7.25000000E-05  -1.85000000E-05  +1.03500000E-04  +7.50000000E-06  -1.55000000E-05  -3.35000000E-05  +4.05000000E-05  +1.09996000E-01  +1.09984000E-01  +1.09946000E-01  +1.09946000E-01  -1.09962000E-01  -1.09963000E-01  -1.10002000E-01  -1.10013000E-01  +9.00000000E-06  +7.10000000E-05  +1.80000000E-05  -1.04000000E-04  -7.00000000E-06  +1.70000000E-05  +3.50000000E-05  -3.90000000E-05  -1.09992000E-01  -1.09980000E-01  -1.09944000E-01  -1.09944000E-01
 +9.50000000E+00  +1.00000000E+00  -6.28750000E-05  -6.48750000E-05  -5.98750000E-05  -6.98750000E-05  +1.25000000E-07  +2.12500000E-06  +1.12500000E-06  +1.25000000E-07  -8.75000000E-07  -1.87500000E-06  +1.25000000E-07  -8.75000000E-07  -6.28750000E-05  -6.28750000E-05  -6.38750000E-05  -6.28750000E-05  +6.20000000E-05  +6.50000000E-05  +5.70000000E-05  +6.70000000E-05  -1.11022000E-16  -2.00000000E-06  +0.00000000E+00  +1.00000000E-06  -1.11022000E-16  +1.00000000E-06  -1.00000000E-06  +1.00000000E-06  +6.20000000E-05  +6.20000000E-05  +6.30000000E-05  +6.20000000E-05
 +6.00000000E+00  +1.50000000E+00  -1.36000000E-04  -1.39000000E-04  -1.52000000E-04  -1.74000000E-04  +8.00000000E-06  +1.50000000E-05  +1.10000000E-05  -4.20000000E-05  -1.70000000E-05  +1.70000000E-05  +2.40000000E-05  -1.60000000E-05  -1.60000000E-04  -1.55000000E-04  -1.46000000E-04  -1.44000000E-04  +1.36250000E-04  +1.39250000E-04  +1.52250000E-04  +1.74250000E-04  -7.75000000E-06  -1.47500000E-05  -1.17500000E-05  +4.12500000E-05  +1.72500000E-05  -1.67500000E-05  -2.37500000E-05  +1.62500000E-05  +1.60250000E-04  +1.55250000E-04  +1.46250000E-04  +1.44250000E-04
 +6.00000000E+00  +3.75000000E+00  +1.82200000E-03  +1.82200000E-03  +1.82200000E-03  +1.82200000E-03  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  +1.82200000E-03  +1.82200000E-03  +1.82200000E-03  +1.82200000E-03  -1.82200000E-03  -1.82200000E-03  -1.82200000E-03  -1.82200000E-03  +6.93889000E-18  +6.93889000E-18  +6.93889000E-18  +6.93889000E-18  +6.93889000E-18  +6.93889000E-18  +6.93889000E-18  +6.93889000E-18  -1.82200000E-03  -1.82200000E-03  -1.82200000E-03  -1.82200000E-03
 +2.50000000E+00  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  -1.00000000E-06  -1.00000000E-06  -1.00000000E-06  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  +2.00000000E-06  +0.00000000E+00  +1.00000000E-06  +2.00000000E-06  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  -1.00000000E-06  -1.00000000E-06  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  +0.00000000E+00  +2.00000000E-06  +0.00000000E+00  +0.00000000E+00  +2.00000000E-06  +0.00000000E+00  +0.00000000E+00
 +5.50000000E+00  +1.75000000E+00  -1.56938000E-03  -1.10838000E-03  -3.36837000E-03  -3.86137000E-03  +5.35625000E-04  +1.16863000E-03  +2.59625000E-04  -4.48375000E-04  -4.09375000E-04  -4.59375000E-04  -2.19375000E-04  -4.27375000E-04  -4.15337000E-03  -4.02437000E-03  -3.63037000E-03  -3.50837000E-03  +1.58762000E-03  +1.12762000E-03  +3.39362000E-03  +3.87962000E-03  -5.31375000E-04  -1.16938000E-03  -2.64375000E-04  +4.45625000E-04  +4.11625000E-04  +4.60625000E-04  +2.20625000E-04  +4.26625000E-04  +4.15262000E-03  +4.02362000E-03  +3.63062000E-03  +3.50762000E-03
 +4.00000000E+00  +3.00000000E+00  +3.14500000E-03  +3.14500000E-03  +3.14500000E-03  +3.14500000E-03  -1.00000000E-06  -1.00000000E-06  +1.00000000E-06  +1.00000000E-06  +1.00000000E-06  -1.00000000E-06  -1.00000000E-06  +1.00000000E-06  +3.14500000E-03  +3.14500000E-03  +3.14500000E-03  +3.14500000E-03  -3.14500000E-03  -3.14500000E-03  -3.14500000E-03  -3.14500000E-03  +1.00000000E-06  +1.00000000E-06  -1.00000000E-06  -1.00000000E-06  -1.00000000E-06  +1.00000000E-06  +1.00000000E-06  -1.00000000E-06  -3.14500000E-03  -3.14500000E-03  -3.14500000E-03  -3.14500000E-03
 +5.00000000E+00  +4.25000000E+00  +1.12600000E-03  +1.12600000E-03  +1.12600000E-03  +1.12600000E-03  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  -2.22045000E-16  +1.12600000E-03  +1.12600000E-03  +1.12600000E-03  +1.12600000E-03  -1.12600000E-03  -1.12600000E-03  -1.12600000E-03  -1.12600000E-03  -1.73472000E-18  -1.73472000E-18  -1.73472000E-18  -1.73472000E-18  -1.73472000E-18  -1.73472000E-18  -1.73472000E-18  -1.73472000E-18  -1.12600000E-03  -1.12600000E-03  -1.12600000E-03  -1.12600000E-03
 +1.00000000E+01  +2.25000000E+00  -1.44500000E-04  -1.46500000E-04  -1.39500000E-04  -1.52500000E-04  -2.50000000E-06  -5.00000000E-07  +4.50000000E-06  -3.50000000E-06  +5.00000000E-07  +3.50000000E-06  +1.50000000E-06  -3.50000000E-06  -1.43500000E-04  -1.42500000E-04  -1.43500000E-04  -1.43500000E-04  +1.44500000E-04  +1.45500000E-04  +1.38500000E-04  +1.52500000E-04  +2.50000000E-06  +5.00000000E-07  -4.50000000E-06  +3.50000000E-06  -5.00000000E-07  -3.50000000E-06  -1.50000000E-06  +3.50000000E-06  +1.43500000E-04  +1.42500000E-04  +1.43500000E-04  +1.43500000E-04
